inning,is_top_inning,score_diff,is_runner_on_first,is_runner_on_second,is_runner_on_third,outs,home_win_prob,weighted_avg_li,freq
2,0,-1,0,0,1,0,0.53621818658889,1.43884604020217,3
2,0,-1,0,0,1,1,0.491616078718415,1.73491161786701,37
2,0,-1,0,0,1,2,0.426446593449448,1.45691852331527,62
2,0,-1,0,1,0,0,0.507478229841069,1.52645965130889,91
2,0,-1,0,1,0,1,0.460778681673951,1.41422433760201,114
2,0,-1,0,1,0,2,0.422152251817549,1.32268967881471,130
2,0,-1,0,1,1,0,0.595891363377564,1.85268613672015,22
2,0,-1,0,1,1,1,0.534719157815494,2.16767252122101,38
2,0,-1,0,1,1,2,0.449923857670619,2.33408724657806,36
2,0,-1,1,0,0,0,0.482289453906517,1.73660764108022,396
2,0,-1,1,0,0,1,0.443820527203692,1.38140038913381,438
2,0,-1,1,0,0,2,0.411136878753596,0.974694643542228,438
2,0,-1,1,0,1,0,0.576557744795926,1.85747594371011,28
2,0,-1,1,0,1,1,0.513821135148569,2.20600033445208,52
2,0,-1,1,0,1,2,0.441842849928052,2.00796518966284,65
2,0,1,0,1,1,0,0.777008518144775,1.31182761990876,16
2,0,1,0,1,1,1,0.732253750357296,1.69402201389252,56
2,0,1,0,1,1,2,0.664830635207167,1.82811609602787,72
2,0,1,1,0,0,0,0.689872132406886,1.32280487010924,318
2,0,1,1,0,0,1,0.660426512800547,1.07853906251203,444
2,0,1,1,0,0,2,0.634778074903873,0.78326496173674,491
2,0,1,1,0,1,0,0.76331245940489,1.29899901328074,40
2,0,1,1,0,1,1,0.716471471910279,1.73701728751079,89
2,0,1,1,0,1,2,0.659095575987407,1.58998916293144,120
2,0,1,1,1,0,0,0.73625727334512,1.69434488896106,76
2,0,1,1,1,0,1,0.691971710374418,1.65060479402011,156
2,0,1,1,1,0,2,0.653643453859767,1.45114686449516,218
2,0,1,1,1,1,0,0.796574957044108,1.71979562801581,29
2,0,1,1,1,1,1,0.743953712874042,2.20071444356961,64
2,0,1,1,1,1,2,0.680291514160685,2.57304684297091,83
2,0,2,0,0,0,0,0.750604865787703,0.622891969241027,603
2,0,2,0,0,0,1,0.735022753510565,0.461214364941645,517
2,0,2,0,0,0,2,0.723537415582437,0.30426922675075,435
2,0,2,0,0,1,0,0.813598916946567,0.820128039170414,6
2,0,2,0,0,1,1,0.786700415496128,1.1353094513168,34
2,0,2,0,0,1,2,0.743447216439054,0.970281455728878,53
2,0,9,0,0,0,0,0.987823174874985,0.0208941612590682,5
2,0,9,0,0,0,1,0.987290824422916,0.0171013044935564,6
2,0,9,0,0,0,2,0.986857711428383,0.0129228596031319,9
2,0,9,0,0,1,0,0.990481347846023,0.0240127319812708,0
2,0,9,0,0,1,1,0.989641601002527,0.0477697513795533,1
2,0,9,0,0,1,2,0.98775342620416,0.0416470791855748,0
2,0,9,0,1,0,0,0.98940768447741,0.0255831286959002,0
2,0,9,0,1,0,1,0.988449616962827,0.0291318283885553,2
2,0,9,0,1,0,2,0.987568983622237,0.0359692070642807,7
2,0,9,0,1,1,0,0.990550175585646,0.0212536578142232,0
2,0,9,0,1,1,1,0.989761075211151,0.0473781893500292,1
2,0,9,0,1,1,2,0.987788535519441,0.0450843001489172,1
2,1,-10,0,0,1,0,0.0145255206723009,3.14344788920614e-17,0
2,1,-10,0,0,1,1,0.0145255206723009,2.70046214484074e-17,0
2,1,-10,0,0,1,2,0.0145255206723009,6.92550056606764e-17,0
2,1,-10,0,1,0,0,0.0145255206723009,1.98991245966875e-17,0
2,1,-10,0,1,0,1,0.0145255206723009,9.47261758244659e-17,1
2,1,-10,0,1,0,2,0.0145255206723009,5.669469640505e-17,3
2,1,-10,0,1,1,0,0.0145255206723009,6.08746350404322e-17,0
2,1,-10,0,1,1,1,0.0145255206723009,9.4018845092651e-18,0
2,1,-10,0,1,1,2,0.0145255206723009,6.30280476012188e-17,0
2,1,-10,1,0,0,0,0.0145255206723009,2.43502254539153e-17,1
2,1,-10,1,0,0,1,0.0145255206723009,2.27497257595164e-17,0
2,1,-10,1,0,0,2,0.0145255206723009,5.05728108422875e-17,0
2,1,-10,1,0,1,0,0.0145255206723009,8.86105943658826e-18,0
2,1,-10,1,0,1,1,0.0145255206723009,7.14633388909694e-18,1
2,1,-10,1,0,1,2,0.0145255206723009,3.61224262666619e-17,1
2,1,-10,1,1,0,0,0.0145255206723009,3.14359361058051e-17,0
2,1,-10,1,1,0,1,0.0145255206723009,8.15624258368137e-17,0
2,1,-10,1,1,0,2,0.0145255206723009,1.11753781010655e-16,1
2,1,-10,1,1,1,0,0.0145255206723009,7.69140570519662e-18,0
2,1,-10,1,1,1,1,0.0145255206723009,1.02776591313158e-17,0
2,1,-10,1,1,1,2,0.0145255206723009,3.29307791893913e-17,2
2,1,-9,0,0,0,0,0.0194852030349515,0.0300046189492919,2
2,1,-9,0,0,0,1,0.020249673657331,0.0245579671039568,4
2,1,-9,0,0,0,2,0.0208716364249105,0.01855759957624,3
2,1,-9,0,0,1,0,0.0156679898858627,0.0344829765644137,0
2,1,-9,0,0,1,1,0.0168738906033189,0.0685987424751917,0
2,1,-9,0,0,1,2,0.0195853641404563,0.0598064083942049,2
